CookerStat, GenerateAssetRegistry=0.035163, Initialize=0.161186, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionId293FEBE546D8AFE21C7E33B85A46B1F2_0, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_7D__39F1DA888CCE62FB2DD8437E188DB3471564B668, StartTime=2016.08.11-17.30.13, HierarchicalDDC=, DataSize=101209, Duration=49.719269, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionId293FEBE546D8AFE21C7E33B85A46B1F2_3, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_389AA19D45D413998A2F858F41509330__1_0_13123_0, StartTime=2016.08.11-17.30.13, HierarchicalDDC=, DataSize=2194, Duration=1.920786, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionIdE58F1AD2477EF022B9B1788909C08C3B_3, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_C6C2E74D41F9FE6C3208CD9038722331__1_0_13123_0, StartTime=2016.08.11-17.30.13, HierarchicalDDC=, DataSize=2088, Duration=1.907751, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionId8A6954B949611808DB30EBAE177566A0_0, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_89E961E043B0AEB4A385F18529ACC831_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.08.11-17.30.13, Duration=157.482544, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionId566F45F44EBBDE81C221A7915D0E0922_4, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_89E961E043B0AEB4A385F18529ACC__D5AE19FFA78BE71025B3404E0ED9845FFEDEF79F, StartTime=2016.08.11-17.30.13, HierarchicalDDC=, DataSize=1048841, Duration=4.455898, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionId293FEBE546D8AFE21C7E33B85A46B1F2_4, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_89E961E043B0AEB4A385F18529ACC__0DEB8E2AA2DC0060624EF66B1AB25393FF45859F, StartTime=2016.08.11-17.30.13, HierarchicalDDC=, DataSize=262407, Duration=10.982707, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionIdE58F1AD2477EF022B9B1788909C08C3B_4, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_89E961E043B0AEB4A385F18529ACC__8FD08A9B4FB41C2024A3D5D9AFA675720C3536B9, StartTime=2016.08.11-17.30.13, HierarchicalDDC=, DataSize=65799, Duration=2.302025, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionId8A6954B949611808DB30EBAE177566A0_1, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_28E83B454C954C4A8A7E1C9F6F9218AC_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.08.11-17.30.13, Duration=4.622217, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionIdE58F1AD2477EF022B9B1788909C08C3B_5, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_89E961E043B0AEB4A385F18529ACC__69327E385D3053B7603AB5187F75618EAD8FE7E1, StartTime=2016.08.11-17.30.13, HierarchicalDDC=, DataSize=16647, Duration=2.375897, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionId566F45F44EBBDE81C221A7915D0E0922_5, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_89E961E043B0AEB4A385F18529ACC__FCB9BE2771744BA177677B592323F5F0F2ADCE93, StartTime=2016.08.11-17.30.13, HierarchicalDDC=, DataSize=7196, Duration=1.963060, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionIdE58F1AD2477EF022B9B1788909C08C3B_6, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_28E83B454C954C4A8A7E1C9F6F921__DD68FAE2C43C08FACDFDD5113F56CDB305E19DB5, StartTime=2016.08.11-17.30.13, HierarchicalDDC=, DataSize=6014, Duration=2.117529, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionId8A6954B949611808DB30EBAE177566A0_2, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_700F84844109D167942B29B9754B5524_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.08.11-17.30.13, Duration=17.020430, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionId566F45F44EBBDE81C221A7915D0E0922_6, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_700F84844109D167942B29B9754B5__2FB1577A19BBDAD441267B8B0636DC340DBD741D, StartTime=2016.08.11-17.30.13, HierarchicalDDC=, DataSize=65799, Duration=2.398417, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionIdE58F1AD2477EF022B9B1788909C08C3B_7, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_700F84844109D167942B29B9754B5__B8C2AB35160592804E53736C42B08D11C7386602, StartTime=2016.08.11-17.30.13, HierarchicalDDC=, DataSize=16647, Duration=2.198123, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionId293FEBE546D8AFE21C7E33B85A46B1F2_5, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_700F84844109D167942B29B9754B5__558214181E490646909FEE391FA4287B644605BD, StartTime=2016.08.11-17.30.13, HierarchicalDDC=, DataSize=6604, Duration=2.171256, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionId8A6954B949611808DB30EBAE177566A0_3, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_186F41F7432A53641DAC72A5EF18F770_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.08.11-17.30.13, Duration=70.082710, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionIdE58F1AD2477EF022B9B1788909C08C3B_8, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_186F41F7432A53641DAC72A5EF18F770__850AF0736955F40B2CC986422DEDCE947E8D1E7C, StartTime=2016.08.11-17.30.13, HierarchicalDDC=, DataSize=524550, Duration=3.006022, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionId293FEBE546D8AFE21C7E33B85A46B1F2_6, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_186F41F7432A53641DAC72A5EF18F770__957465EB41F1BC2424DB3D9667001C45F58F3EF6, StartTime=2016.08.11-17.30.13, HierarchicalDDC=, DataSize=131332, Duration=16.492628, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionId566F45F44EBBDE81C221A7915D0E0922_7, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_186F41F7432A53641DAC72A5EF18F770__C75E3BE1064E1F858F9B724A74F178E9C6EC6B6E, StartTime=2016.08.11-17.30.13, HierarchicalDDC=, DataSize=33028, Duration=2.400000, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionId8A6954B949611808DB30EBAE177566A0_4, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_09ABF9894B0F12331C2F8FAE62C0C233_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.08.11-17.30.13, Duration=3.689084, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionId566F45F44EBBDE81C221A7915D0E0922_8, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_186F41F7432A53641DAC72A5EF18F770__7A268D0DA2FD9FE5D7AFB15599CBBE87141F8946, StartTime=2016.08.11-17.30.13, HierarchicalDDC=, DataSize=8452, Duration=2.241973, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionIdE58F1AD2477EF022B9B1788909C08C3B_9, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_186F41F7432A53641DAC72A5EF18F770__2AE8B2100B4D395D3AAA95592881C6E0707FD184, StartTime=2016.08.11-17.30.13, HierarchicalDDC=, DataSize=4437, Duration=1.909729, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionId566F45F44EBBDE81C221A7915D0E0922_9, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_09ABF9894B0F12331C2F8FAE62C0C233__B6DEBB0279AF88CDF39D5E4DAD974D1AD3B596AE, StartTime=2016.08.11-17.30.13, HierarchicalDDC=, DataSize=3267, Duration=2.490468, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionId8A6954B949611808DB30EBAE177566A0_5, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_544A9F4941AE0DFF0324AC8D7015BC2E_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.08.11-17.30.13, Duration=3.539748, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionIdE58F1AD2477EF022B9B1788909C08C3B_10, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_544A9F4941AE0DFF0324AC8D7015BC2E__535E9C2BD7C6FAFF4687BA105D68811657952A0F, StartTime=2016.08.11-17.30.13, HierarchicalDDC=, DataSize=33028, Duration=36.765602, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionId566F45F44EBBDE81C221A7915D0E0922_10, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_544A9F4941AE0DFF0324AC8D7015BC2E__FA22C641221991FB0DD49CBAD916C583A605AA19, StartTime=2016.08.11-17.30.13, HierarchicalDDC=, DataSize=8452, Duration=16.202654, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionId8A6954B949611808DB30EBAE177566A0_6, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_E922383E46EBF3A96AEDD8BA08A592A3_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.08.11-17.30.13, Duration=19.730947, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionId293FEBE546D8AFE21C7E33B85A46B1F2_7, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_544A9F4941AE0DFF0324AC8D7015BC2E__D344698D15272D59C80BE46744665A37E57127F5, StartTime=2016.08.11-17.30.13, HierarchicalDDC=, DataSize=3851, Duration=19.810352, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionId566F45F44EBBDE81C221A7915D0E0922_11, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_E922383E46EBF3A96AEDD8BA08A592A3_0__889ECE1AA938FAB8C3FE3F875F0A7451C6926FF9, StartTime=2016.08.11-17.30.13, HierarchicalDDC=, DataSize=524547, Duration=3.108736, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionId8A6954B949611808DB30EBAE177566A0_7, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_A934CE764965D795E0952580FF7A258C_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.08.11-17.30.13, Duration=1.332145, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionId8A6954B949611808DB30EBAE177566A0_8, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_EFDE129041FC49F567E93D83FF149B25_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.08.11-17.30.13, Duration=0.234272, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionId566F45F44EBBDE81C221A7915D0E0922_12, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_E922383E46EBF3A96AEDD8BA08A592A3_0__00DEE34600A425E2E20956639B62D217F06BBE58, StartTime=2016.08.11-17.30.13, HierarchicalDDC=, DataSize=131330, Duration=2.474662, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionId293FEBE546D8AFE21C7E33B85A46B1F2_8, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_E922383E46EBF3A96AEDD8BA08A592A3_0__C62501D95431F0F02B797AAA54B5C9042D49AB7A, StartTime=2016.08.11-17.30.13, HierarchicalDDC=, DataSize=33026, Duration=16.360283, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionId566F45F44EBBDE81C221A7915D0E0922_13, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_E922383E46EBF3A96AEDD8BA08A592A3_0__6EC5F05C3C390062F132351D77381F1E26682EA9, StartTime=2016.08.11-17.30.13, HierarchicalDDC=, DataSize=8449, Duration=28.685410, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionIdE58F1AD2477EF022B9B1788909C08C3B_11, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_E922383E46EBF3A96AEDD8BA08A592A3_0__5A0429944E8DD902110958231A11D0A5670E3D7D, StartTime=2016.08.11-17.30.13, HierarchicalDDC=, DataSize=4410, Duration=2.164543, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionIdE58F1AD2477EF022B9B1788909C08C3B_12, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_A934CE764965D795E0952580FF7A258C_0__CF2A02432A910F6A81D8C51D06E24E11EEFBE421, StartTime=2016.08.11-17.30.13, HierarchicalDDC=, DataSize=33026, Duration=1.761183, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionIdE58F1AD2477EF022B9B1788909C08C3B_13, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_A934CE764965D795E0952580FF7A258C_0__42D311501A1686735F641F201E3474392F4EC66D, StartTime=2016.08.11-17.30.13, HierarchicalDDC=, DataSize=8449, Duration=23.610846, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionId293FEBE546D8AFE21C7E33B85A46B1F2_9, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_A934CE764965D795E0952580FF7A258C_0__A63F201E5D4381B2DB82D984DE308978C46DEA8F, StartTime=2016.08.11-17.30.13, HierarchicalDDC=, DataSize=3829, Duration=1.998220, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionId293FEBE546D8AFE21C7E33B85A46B1F2_10, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_EFDE129041FC49F567E93D83FF149B25_0__F8C835BA94B9932AABB7C124F06710F27EFB085B, StartTime=2016.08.11-17.30.13, HierarchicalDDC=, DataSize=3250, Duration=2.096985, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionId293FEBE546D8AFE21C7E33B85A46B1F2_11, PutCachedData=, CacheKey=REFL_ENC_96DFC022836B48889143E9DF484C3296_85824D7A4E316EFA1E2C7CA43EA7F614, StartTime=2016.08.11-17.30.13, HierarchicalDDC=, DataSize=524280, Duration=2.714466, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionId293FEBE546D8AFE21C7E33B85A46B1F2_12, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_39__DAC51153820F0196E22BC481A50AF0E8ED622F68, StartTime=2016.08.11-17.30.14, HierarchicalDDC=, DataSize=259117, Duration=2.717234, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionId566F45F44EBBDE81C221A7915D0E0922_14, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_9079249E4EBF245705FE669D4965809__D83D29BABA696A9E841466512847C2244E98DA13, StartTime=2016.08.11-17.30.14, HierarchicalDDC=, DataSize=95346, Duration=2.524838, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionIdE58F1AD2477EF022B9B1788909C08C3B_14, PutCachedData=, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_9079249E4EBF24570__83722E7AA467B24CAFCAA69ADD4B0ECFE01F708A, StartTime=2016.08.11-17.30.14, HierarchicalDDC=, DataSize=1125, Duration=2.220247, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
DDCTransactionId566F45F44EBBDE81C221A7915D0E0922_15, PutCachedData=, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3__4367ABCC2830B08465B314C3B6787B4D00BE52EE, StartTime=2016.08.11-17.30.25, HierarchicalDDC=, DataSize=871577, Duration=3.873181, RunGuid=RunIDF83A741640B506EBD4AF31B926832A0B
